name,sid,zipcode,household,age,gender,address
Gregory,2743,33165,4,24,M,"3020 SW 114th Ave, Miami, FL 33165, USA"
Domingo,2418,33032,4,24,M,"15380 SW 248th St, Homestead, FL 33032, USA"
Griffin,11848,33184,2,19,M,"14305 US-41, Miami, FL 33184, USA"
Doctor,9561,33166,4,18,M,"421 Westward Dr, Miami Springs, FL 33166, USA"
Delmer,9448,33176,2,22,M,"9260 SW 136th St, Miami, FL 33176, USA"
Bernie,10520,33150,4,25,M,"10001 N Miami Ave, Miami Shores, FL 33150, USA"
Bertrand,8069,33135,4,20,M,"2737-2739 SW 1st St, Miami, FL 33135, USA"
Blair,7204,33179,2,20,M,"19255 NE 2nd Ave, North Miami Beach, FL 33179, USA"
Boyce,1558,33157,2,25,M,"19810 Bel Aire Dr, Cutler Bay, FL 33157, USA"
Bradford,4512,33015,4,19,M,"17600 NW 82nd Ct, Hialeah, FL 33015, USA"
Brent,12153,33146,1,18,M,"1400 Palancia Ave, Coral Gables, FL 33146, USA"
Burdette,15789,33176,4,22,M,"11281 SW 95th St, Miami, FL 33176, USA"
Cal,14534,33170,2,24,M,"22753 SW 154th Ave, Miami, FL 33170, USA"
Cameron,14806,33180,2,24,M,"3330 NE 192 St, Miami, FL 33180, USA"
Carrie,3287,33189,2,21,M,"9084 SW 215th Terrace, Cutler Bay, FL 33189, USA"
Cash,315,33155,4,21,M,"7575 SW 28th Terrace, Miami, FL 33155, USA"
Chancey,7240,33010,1,23,M,"660 NE 4th Pl, Hialeah, FL 33010, USA"
Chase,2145,33317,1,21,M,"6290 SW 21st St, Plantation, FL 33317, USA"
Clarance,4859,33146,4,20,M,"5507 Orduna Dr, Coral Gables, FL 33146, USA"
Claus,10768,33187,2,24,M,"20307 SW 187th Ave, Miami, FL 33187, USA"
Cleon,11610,33056,3,20,M,"2871 NW 198th St, Miami Gardens, FL 33056, USA"
Clive,1322,33177,2,23,M,"17397 SW 143rd Ct, Miami, FL 33177, USA"
Collins,7319,33173,2,21,M,"5735 SW 113th Ave, Miami, FL 33173, USA"
Conley,5718,33014,3,21,M,"7355 W 16th Ave, Hialeah, FL 33014, USA"
Cora,10133,33178,2,24,M,"10205 NW 108th Ave, Medley, FL 33178, USA"
Courtney,14521,33122,2,24,M,"2530 NW 84th Ave, Doral, FL 33122, USA"
Cris,11342,33147,3,25,M,"6820 NW 13th Ave, Miami, FL 33147, USA"
Dawson,1060,33156,4,21,M,"10901 SW 69th Ave, Pinecrest, FL 33156, USA"
Dexter,5291,33186,1,20,M,"11976 SW 92nd St, Miami, FL 33186, USA"
Bee,9257,33016,2,18,M,"8041 NW 156th Terrace, Miami Lakes, FL 33016, USA"
John,13307,33185,4,21,M,"3114 SW 156th Pl, Miami, FL 33185, USA"
James,5782,33186,3,21,M,"15001 SW 136th Pl, Miami, FL 33186, USA"
Earl,13379,33010,1,22,M,"2310 W 3rd Ave, Hialeah, FL 33010, USA"
Carl,3527,33143,1,20,M,"6610 SW 57th Ave, South Miami, FL 33143, USA"
Daniel,5480,33187,3,18,M,"16050 Richmond Dr, Miami, FL 33187, USA"
Sam,2061,33183,2,18,M,"14232 SW 76th St, Miami, FL 33183, USA"
Elmer,15580,33317,1,18,M,"1200 SW 66th Terrace, Plantation, FL 33317, USA"
Alfred,9540,33170,4,18,M,"13801 SW 232nd St, Miami, FL 33170, USA"
Howard,7405,33311,3,23,M,"2824 NW 29th St, Oakland Park, FL 33311, USA"
Paul,1841,33177,2,22,M,"18336 SW 145th Ave, Miami, FL 33177, USA"
Benjamin,3276,33175,1,21,M,"5224 SW 122nd Ave, Miami, FL 33175, USA"
Frederick,8858,33178,2,22,M,"10307 NW 56th St, Doral, FL 33178, USA"
Ralph,10792,33030,3,18,M,"28380 SW 209th Pl, Homestead, FL 33030, USA"
Peter,2620,33185,1,18,M,"3144 SW 156th Pl, Miami, FL 33185, USA"
Lewis,15853,33176,1,24,M,"11441 SW 148th St, Miami, FL 33176, USA"
Herman,6272,33143,3,24,M,"5525 SW 84th St, Miami, FL 33143, USA"
Grover,10791,33014,1,21,M,"6651 Cow Pen Rd, Miami Lakes, FL 33014, USA"
Herbert,4418,33187,2,20,M,"14800 SW 200th St, Miami, FL 33187, USA"
Lee,8517,33167,3,21,M,"2201 NW 119th St, Miami, FL 33167, USA"
Claude,3046,33032,3,19,M,"12215 SW 261st Terrace, Homestead, FL 33032, USA"
Jim,10639,33054,3,21,M,"13100 NW 27th Ave, Opa-locka, FL 33054, USA"
Tom,1600,33186,4,19,M,"12425 SW 143rd Ln, Miami, FL 33186, USA"
Eugene,15319,33321,4,24,M,"7913 NW 71st Ave, Tamarac, FL 33321, USA"
Raymond,13326,33324,2,21,M,"10623 SW 106th Terrace, Davie, FL 33324, USA"
Michael,4279,33175,4,18,M,"14350 SW 42nd Terrace, Miami, FL 33175, USA"
Jesse,3727,33187,3,20,M,"19450 SW 167th Ave, Miami, FL 33187, USA"
William,410,33166,2,19,M,"729 NW 73rd Ct, Medley, FL 33166, USA"
Andrew,5332,33016,4,21,M,"16443 NW 77th Path, Miami Lakes, FL 33016, USA"
Will,11341,33185,8,19,M,"4362 SW 159th Path, Miami, FL 33185, USA"
George,9642,33156,1,21,M,"8295 SW 92nd St, Miami, FL 33156, USA"
Charles,9711,33176,4,25,M,"8801 SW 129th St, Miami, FL 33176, USA"
Frank,14022,33150,2,21,M,"8900 NW 9th Ave, Miami, FL 33150, USA"
Joseph,1890,33125,4,24,M,"1315 NW 30th Ave, Miami, FL 33125, USA"
Robert,15290,33012,4,23,M,"3560 W 16th Ave, Hialeah, FL 33012, USA"
Henry,14239,33177,2,24,M,"20355 SW 119th Ave, Miami, FL 33177, USA"
Thomas,13406,33018,2,21,M,"199 W 70th Terrace, Hialeah, FL 33018, USA"
Edward,14021,33126,2,21,M,"7570 NW 14th St, Miami, FL 33126, USA"
Harry,15191,33177,7,22,M,"12300 SW 152nd St, Miami, FL 33177, USA"
Walter,14584,33176,2,23,M,"9920 SW 108th St, Miami, FL 33176, USA"
Arthur,14483,33330,3,18,M,"5784 SW 112th Terrace, Cooper City, FL 33330, USA"
Fred,6684,33010,1,19,M,"530 SE 1st St, Hialeah, FL 33010, USA"
Albert,2521,33324,1,25,M,"2232 Phoenix Avenue, Davie, FL 33324, USA"
Clarence,1576,33168,2,21,M,"1101 NW 139th St, Miami, FL 33168, USA"
Samuel,4710,33185,3,19,M,"16668 SW 54th St, Miami, FL 33185, USA"
Louis,15441,33126,2,23,M,"8175 NW 12th St, Doral, FL 33126, USA"
Roy,13960,33133,2,21,M,"4001 Utopia Ct, Miami, FL 33133, USA"
Joe,3162,33330,3,21,M,"4501 SW 142nd Ave, Davie, FL 33330, USA"
Charlie,15538,33032,1,23,M,"14325 SW 268th Terrace, Homestead, FL 33032, USA"
Richard,487,33186,3,24,M,"10840 SW 143rd Ct, Miami, FL 33186, USA"
David,2039,33169,3,20,M,"15895 NW 15th Ave, Miami, FL 33169, USA"
Ernest,204,33021,1,24,M,"3506 Taft St, Hollywood, FL 33021, USA"
Oscar,2431,33187,2,21,M,"19202 SW 196th St, Miami, FL 33187, USA"
Willie,455,33127,4,25,M,"2695 US-441, Miami, FL 33127, USA"
Alpheus,11595,33147,3,21,M,"1895 SW 95th Ct, Miami, FL 33147, USA"
Ballard,3202,33187,2,22,M,"20250 SW 167th Ave, Miami, FL 33187, USA"
Atha,13414,33196,2,23,M,"15822 SW 99th Terrace, Miami, FL 33196, USA"
Fleet,8663,33029,1,24,M,"1839 SW 195th Ave, Miramar, FL 33029, USA"
Fleming,4247,33014,4,24,M,"7865 W 6th Ave, Hialeah, FL 33014, USA"
Franklyn,10760,33196,3,18,M,"16950 SW 93rd St, Miami, FL 33196, USA"
Garnett,6687,33183,2,19,M,"7810 SW 137th Ct, Miami, FL 33183, USA"
Hayden,6140,33016,2,23,M,"14451 NW 83rd Ave, Miami Lakes, FL 33016, USA"
Helen,1913,33018,2,22,M,"16975 NW 97th Ave, Hialeah, FL 33018, USA"
Hervey,13121,33173,4,22,M,"10342 SW 66th St, Miami, FL 33173, USA"
Hobart,2512,33176,1,25,M,"9795 SW 144th St, Miami, FL 33176, USA"
Holly,1781,33178,3,25,M,"4556 NW 104th Ave, Doral, FL 33178, USA"
Hoyt,14874,33024,3,21,M,"8260 NW 15th St, Pembroke Pines, FL 33024, USA"
Ida,13893,33143,2,22,M,"8250 Ponce De Leon Rd, Miami, FL 33143, USA"
Ivey,5137,33304,1,22,M,"1375 Progresso Dr, Fort Lauderdale, FL 33304, USA"
Josephine,4946,33067,3,24,M,"7021 NW 70th Terrace, Parkland, FL 33067, USA"
Josephus,7728,33175,4,23,M,"3720 SW 130th Ave, Miami, FL 33175, USA"
Justus,12500,33169,2,25,M,"501 NW 207th St, Miami, FL 33169, USA"
Lambert,1995,33054,3,20,M,"2931 NW 164th Terrace, Opa-locka, FL 33054, USA"
Laverne,7865,33125,4,21,M,"2122 NW N River Dr, Miami, FL 33125, USA"
Lillard,689,33165,1,20,M,"1650 SW 102nd Ave, Miami, FL 33165, USA"
Lillie,9974,33193,3,22,M,"15241 SW 81st Terrace, Miami, FL 33193, USA"
Lim,8744,33183,1,18,M,"6825 SW 127th Ave, Miami, FL 33183, USA"
Lindsay,1969,33023,3,18,M,"2430 Tarpon Dr, Miramar, FL 33023, USA"
Linton,9345,33156,2,23,M,"12592 SW 78th Ave, Pinecrest, FL 33156, USA"
Lonie,2655,33187,4,25,M,"18479 SW 169th Ave, Miami, FL 33187, USA"
Ernie,1177,33175,2,25,M,"14625 SW 49th St, Miami, FL 33175, USA"
Lucas,8095,33173,4,18,M,"11432 SW 75th Terrace, Miami, FL 33173, USA"
Emiliano,5260,33125,1,22,M,"938 NW 24th Ct, Miami, FL 33125, USA"
Ella,12944,33155,2,23,M,"5970 SW 50th St, Miami, FL 33155, USA"
Asbury,6231,33184,4,22,M,"12931 SW 2nd Terrace, Miami, FL 33184, USA"
Asher,11357,33032,3,18,M,"24351 SW 140th Ave, Homestead, FL 33032, USA"
Authur,15848,33167,2,25,M,"13330 NW 24th Ave, Miami, FL 33167, USA"
Berton,4575,33028,2,22,M,"901 NW 155th Ave, Pembroke Pines, FL 33028, USA"
Braxton,5489,33326,2,20,M,"1905 Lakeshore Dr, Weston, FL 33326, USA"
Burnett,2385,33196,3,20,M,"14235 SW 158th Pl, Miami, FL 33196, USA"
Chancy,1017,33158,1,22,M,"8050 SW 142nd Terrace, Palmetto Bay, FL 33158, USA"
Chesley,10194,33055,1,25,M,"4401 NW 178th St, Miami Gardens, FL 33055, USA"
Clara,12906,33142,3,18,M,"2740 NW 51st St, Miami, FL 33142, USA"
Cleave,15971,33033,3,24,M,"29180 S Dixie Hwy, Homestead, FL 33033, USA"
Clell,14108,33182,2,24,M,"12161 NW 4th Terrace, Miami, FL 33182, USA"
Colin,8692,33018,3,19,M,"14498 NW 102nd Ave, Hialeah, FL 33018, USA"
Colon,7362,33134,1,23,M,"1223 Messina Ave, Coral Gables, FL 33134, USA"
Constantine,13664,33031,2,21,M,"18950 SW 240th St, Homestead, FL 33031, USA"
Curt,12176,33154,3,20,M,"1230 98th St, Bay Harbor Islands, FL 33154, USA"
Delmar,6093,33068,3,22,M,"7816 SW 8th Ct, North Lauderdale, FL 33068, USA"
Dempsey,11895,33126,1,19,M,"101 NW 67th Ct, Miami, FL 33126, USA"
Dennie,3667,33312,2,25,M,"2350 SW 27th Ave, Fort Lauderdale, FL 33312, USA"
Dominic,12343,33021,3,25,M,"1710 N 49th Ave, Hollywood, FL 33021, USA"
Dominick,13996,33056,4,19,M,"3011 NW 190th St, Miami Gardens, FL 33056, USA"
Eben,2633,33166,1,25,M,"8530 NW 61st St, Miami, FL 33166, USA"
Eber,901,33016,4,18,M,"15523 NW 82nd Pl, Hialeah, FL 33016, USA"
Eliga,5162,33317,3,19,M,"7321 SW 5th St, Plantation, FL 33317, USA"
Ellie,12806,33176,4,25,M,"8765 SW 120th St, Miami, FL 33176, USA"
Audie,3591,33010,4,23,M,"945 SE 12th St, Hialeah, FL 33010, USA"
Mahlon,8609,33166,2,18,M,"4599 NW 77th Ave, Miami, FL 33166, USA"
Mart,3302,33155,3,22,M,"6630 SW 46th St, Miami, FL 33155, USA"
Rube,2409,33185,4,19,M,"14876 SW 25th Ln, Miami, FL 33185, USA"
Shannon,11244,33145,2,25,M,"3095 SW 14th St, Miami, FL 33145, USA"
Stacy,7680,33034,2,24,M,"34851 SW 218th Ave, Homestead, FL 33034, USA"
Stonewall,15145,33176,2,18,M,"12420 SW 90th Ave, Miami, FL 33176, USA"
Sylvanus,13760,33168,4,21,M,"11250 NW 6th Ave, Miami, FL 33168, USA"
Theophile,501,33193,4,20,M,"15861 SW 79th Terrace, Miami, FL 33193, USA"
Thos,7780,33122,2,23,M,"6601 NW 25th St, Miami, FL 33122, USA"
Virge,10810,33173,3,18,M,"6586 FL-973, Miami, FL 33173, USA"
Vivian,4843,33144,3,21,M,"1138 SW 70th Ave, Miami, FL 33144, USA"
Watson,3680,33184,4,25,M,"14012 SW 8th St, Miami, FL 33184, USA"
Wheeler,7981,33055,2,18,M,"18921 NW 49th Ct, Opa-locka, FL 33055, USA"
Zenas,8171,33014,2,19,M,"7355 Fairway Dr, Miami Lakes, FL 33014, USA"
Zollie,1272,33016,2,20,M,"108 W 24th Ct, Hialeah, FL 33016, USA"
Ada,3563,33155,3,20,M,"2684 SW 79th Ct, Miami, FL 33155, USA"
Albion,10999,33173,4,21,M,"6601 SW 116th Ct, Miami, FL 33173, USA"
Alcide,2103,33054,2,24,M,"2396 NW 147th St, Opa-locka, FL 33054, USA"
Alden,13890,33016,3,23,M,"2521 W 72nd Pl, Hialeah, FL 33016, USA"
Alejandro,5277,33331,3,20,M,"2880 Paddock Rd, Weston, FL 33331, USA"
Alf,13938,33144,3,25,M,"5910 SW 13th Terrace, West Miami, FL 33144, USA"
Ammon,9591,33024,2,21,M,"8421 NW 17th Ct, Pembroke Pines, FL 33024, USA"
Ancel,3596,33183,2,19,M,"13125 Sunset Dr, Miami, FL 33183, USA"
Archer,14736,33330,4,25,M,"11681 SW 59th Ct, Cooper City, FL 33330, USA"
Armand,16041,33134,1,20,M,"414 Giralda Ave, Coral Gables, FL 33134, USA"
Rogers,14856,33172,2,18,M,"10600 NW 29th Terrace, Doral, FL 33172, USA"
Mannie,13207,33035,2,25,M,"3204 San Remo Cir, Homestead, FL 33035, USA"
Roe,5172,33177,1,24,M,"12011 SW 173rd St, Miami, FL 33177, USA"
Reed,3818,33023,1,22,M,"7973 Riviera Blvd, Miramar, FL 33023, USA"
Math,13638,33176,2,23,M,"9790 SW 138th St, Miami, FL 33176, USA"
Maude,7845,33033,4,20,M,"2811 SE 3rd St, Homestead, FL 33033, USA"
Merlin,14477,33157,4,20,M,"7520 SW 167th St, Palmetto Bay, FL 33157, USA"
Milan,10383,33013,2,20,M,"3321 E 2nd Ave, Hialeah, FL 33013, USA"
Mills,1589,33031,3,21,M,"25901 SW 167th Ave, Homestead, FL 33031, USA"
Minnie,9332,33174,4,18,M,"11045 SW 2nd St, Miami, FL 33174, USA"
Nellie,6950,33152,4,24,M,"7665 NW 19th St, Miami, FL 33152, USA"
Newman,4052,33172,1,21,M,"9020 NW 8th St, Miami, FL 33172, USA"
Nim,6880,33150,3,24,M,"6410 NW 1st Pl, Miami, FL 33150, USA"
Norbert,4984,33156,1,21,M,"10800 SW 68th Ave, Pinecrest, FL 33156, USA"
North,5342,33030,1,18,M,"1500 NW 19th St, Homestead, FL 33030, USA"
Orla,12122,33157,4,24,M,"7800 SW 173rd Terrace, Palmetto Bay, FL 33157, USA"
Orland,3223,33155,2,24,M,"6046 N Waterway Dr, Miami, FL 33155, USA"
Orlo,5887,33142,2,18,M,"3055 NW 41st St, Miami, FL 33142, USA"
Orson,5294,33125,1,18,M,"212 NW 13th Ave, Miami, FL 33125, USA"
Orvis,6498,33165,3,24,M,"3650 SW 107th Ave, Miami, FL 33165, USA"
Osborne,168,33185,3,18,M,"2253 SW 147th Ct, Miami, FL 33185, USA"
Ottis,10124,33175,3,23,M,"14682 SW 52nd St, Miami, FL 33175, USA"
Paris,8176,33155,4,24,M,"6849 Bird Rd, Miami, FL 33155, USA"
Parker,13847,33031,2,25,M,"18600 SW 240th St, Homestead, FL 33031, USA"
Ples,15775,33015,1,21,M,"19510 W Lake Dr, Hialeah, FL 33015, USA"
Rafael,11866,33157,4,22,M,"19400 SW 97th Pl, Cutler Bay, FL 33157, USA"
Reason,14392,33186,3,22,M,"9700 E Calusa Club Dr, Miami, FL 33186, USA"
Rob,1135,33147,1,24,M,"6738 NW 23rd Pl, Miami, FL 33147, USA"
Larkin,5358,33012,2,18,M,"626 W 64th Dr, Hialeah, FL 33012, USA"
Lafe,12710,33179,4,23,M,"19620 NE 1st Ct, Miami, FL 33179, USA"
Isadore,12299,33028,4,19,M,"13774 NW 15th St, Pembroke Pines, FL 33028, USA"
Dick,9041,33010,3,22,M,"2200 W 4th Ave, Hialeah, FL 33010, USA"
Freeman,5348,33317,2,24,M,"7175 Nova Dr, Davie, FL 33317, USA"
Lorenzo,7347,33186,2,19,M,"9134 SW 118th Ct, Miami, FL 33186, USA"
Roger,15416,33143,4,22,M,"6000 SW 64th Ave, South Miami, FL 33143, USA"
Benjiman,11034,33186,3,20,M,"10315 SW 127th Ct, Miami, FL 33186, USA"
Carroll,12215,33166,2,19,M,"7085 NW 46th St, Miami, FL 33166, USA"
Erwin,2756,33014,2,21,M,"14800 Lewis Rd, Miami Lakes, FL 33014, USA"
Isiah,5263,33173,2,22,M,"8912 SW 68th St, Miami, FL 33173, USA"
Ivan,9885,33030,2,23,M,"805 NW 10th St, Homestead, FL 33030, USA"
Merle,10400,33165,3,20,M,"9920 SW 35th Terrace, Miami, FL 33165, USA"
Morgan,12283,33014,3,21,M,"5120 NW 165th St, Hialeah, FL 33014, USA"
Napoleon,9754,33030,4,18,M,"1788 NW 20th St, Homestead, FL 33030, USA"
Ned,15173,33161,2,18,M,"11120 Griffing Blvd, Biscayne Park, FL 33161, USA"
Neil,11442,33129,1,20,M,"2940 S Miami Ave, Miami, FL 33129, USA"
Sol,8285,33187,3,25,M,"17950 SW 210th Terrace, Miami, FL 33187, USA"
Taylor,13016,33187,4,24,M,"19101 SW 147th Ave, Miami, FL 33187, USA"
Alphonse,13328,33161,3,20,M,"1565 NE 129th St, North Miami, FL 33161, USA"
Archibald,1851,33172,3,23,M,"9905 NW 17th St, Doral, FL 33172, USA"
Chauncey,15269,33027,3,22,M,"1047 SW 159th Way, Pembroke Pines, FL 33027, USA"
Dale,1378,33142,3,25,M,"2316 NW 18th Ct, Miami, FL 33142, USA"
Foster,2875,33055,1,19,M,"18426 NW 44th Pl, Miami Gardens, FL 33055, USA"
Jimmie,14462,33186,4,20,M,"11920 N Kendall Dr, Miami, FL 33186, USA"
King,14228,33172,4,24,M,"11000 NW 27th St, Doral, FL 33172, USA"
Antonio,14946,33331,1,20,M,"2965 W Corporate Lakes Blvd, Weston, FL 33331, USA"
Lucian,13365,33173,1,24,M,"10000 SW 68th St, Miami, FL 33173, USA"
Smith,14134,33134,2,19,M,"4456 SW 15th St, Miami, FL 33134, USA"
Royal,1985,33142,3,25,M,"5200 NW 21st St, Miami, FL 33142, USA"
Emanuel,11584,33196,2,20,M,"16257 SW 93rd St, Miami, FL 33196, USA"
Frederic,13006,33014,3,23,M,"465 W 77th St, Hialeah, FL 33014, USA"
Green,2565,33178,4,23,M,"10342 NW 46th St, Doral, FL 33178, USA"
Logan,7890,33015,1,19,M,"7735 NW 197th Ln, Hialeah, FL 33015, USA"
Lemuel,13762,33176,2,18,M,"10960 SW 139th Rd, Miami, FL 33176, USA"
Ole,1598,33176,2,24,M,"12360 SW 113th Ave, Miami, FL 33176, USA"
Arch,12031,33326,3,20,M,"1725 N Commerce Pkwy, Weston, FL 33326, USA"
Douglas,13083,33178,1,20,M,"8181 NW 36th St, Doral, FL 33178, USA"
Dwight,7544,33162,3,18,M,"350 NE 151st St, Miami, FL 33162, USA"
Forest,4792,33027,1,24,M,"16185 Honey Hill Rd, Miramar, FL 33027, USA"
Jonathan,9246,33155,2,24,M,"6275 SW 34th St, Miami, FL 33155, USA"
Alton,6242,33027,4,18,M,"2775 SW 130th Terrace, Miramar, FL 33027, USA"
Isaiah,15311,33178,1,24,M,"12100 NW 58th St, Miami, FL 33178, USA"
Jackson,14121,33020,2,23,M,"2939 Washington St, Hollywood, FL 33020, USA"
Lyman,5286,33031,2,20,M,"17300 SW 272nd St, Homestead, FL 33031, USA"
Mitchell,16064,33165,4,22,M,"10012 SW 27th Terrace, Miami, FL 33165, USA"
Vern,4530,33028,1,19,M,"1006 NW 164th Ave, Pembroke Pines, FL 33028, USA"
Carlos,12837,33186,2,19,M,"11715 SW 142nd Pl, Miami, FL 33186, USA"
Dee,8309,33165,4,21,M,"10980 Westwood Lake Dr, Miami, FL 33165, USA"
Dudley,6869,33187,2,24,M,"17710 SW 176th St, Miami, FL 33187, USA"
Elwood,4224,33178,3,22,M,"2 NW 100th St, Medley, FL 33178, USA"
Francisco,12634,33018,4,18,M,"8842 NW 182nd St, Hialeah, FL 33018, USA"
Gustav,9482,33161,4,20,M,"800 NE 125th St, North Miami, FL 33161, USA"
Ruben,8145,33165,2,22,M,"11446 SW 34th Ln, Miami, FL 33165, USA"
Burton,9973,33324,1,18,M,"10790 Cameron Ct, Davie, FL 33324, USA"
Lynn,11705,33172,3,20,M,"515 W Park Dr, Miami, FL 33172, USA"
Sydney,12611,33193,4,25,M,"8033 SW 153rd Ct, Miami, FL 33193, USA"
Israel,12703,33170,2,18,M,"11250 SW 221st St, Miami, FL 33170, USA"
Raleigh,5768,33156,2,21,M,"8900 SW 79th Ave, Miami, FL 33156, USA"
Sanford,8608,33173,2,23,M,"10465 SW 80th St, Miami, FL 33173, USA"
Sim,1475,33314,1,23,M,"3917 S State Rd 7, Fort Lauderdale, FL 33314, USA"
Stewart,7517,33142,2,19,M,"2300 NW 34th Ave, Miami, FL 33142, USA"
Wilber,6755,33175,4,21,M,"14211 SW 34th St, Miami, FL 33175, USA"
Davis,1953,33146,4,25,M,"4618 Granada Blvd, Coral Gables, FL 33146, USA"
Johnny,14634,33010,2,23,M,"38 E 5th St, Hialeah, FL 33010, USA"
Milo,7801,33144,2,18,M,"8354 SW 5th St, Miami, FL 33144, USA"
Murray,169,33309,1,22,M,"4901 NW 17th Way, Fort Lauderdale, FL 33309, USA"
Myron,5027,33032,3,19,M,"12993 SW 248th St, Princeton, FL 33032, USA"
Olaf,1658,33156,3,23,M,"6990 SW 90th St, Miami, FL 33156, USA"
Prince,10417,33147,3,20,M,"10295 NW 25th Ave, Miami, FL 33147, USA"
Randolph,15727,33182,1,23,M,"12201 NW 25th St, Miami, FL 33182, USA"
Rollie,15860,33175,1,22,M,"14420 SW 22nd St, Miami, FL 33175, USA"
Steven,7838,33013,3,22,M,"75 E 64th St, Hialeah, FL 33013, USA"
Washington,12957,33133,4,18,M,"3155 SW 26th St, Miami, FL 33133, USA"
Anna,7471,33155,3,24,M,"3330 SW 81st Ave, Miami, FL 33155, USA"
Blaine,7901,33166,4,24,M,"861 Dove Ave, Miami Springs, FL 33166, USA"
Burt,8199,33182,4,18,M,"13226 NW 8th Terrace, Miami, FL 33182, USA"
Dallas,2614,33027,1,24,M,"13008 SW 54th Ct, Miramar, FL 33027, USA"
Emmet,2270,33166,1,19,M,"1049 Dove Ave, Miami Springs, FL 33166, USA"
Gene,10223,33313,4,21,M,"5701 NW 15th St, Lauderhill, FL 33313, USA"
Casper,15756,33157,2,21,M,"19730 SW 100th Ave, Cutler Bay, FL 33157, USA"
Pink,13771,33161,2,18,M,"315 NE 114th St, Miami, FL 33161, USA"
Arther,132,33126,4,19,M,"296 NW 46th Ave, Miami, FL 33126, USA"
Ward,6791,33178,3,18,M,"7551 NW 97th Ct, Doral, FL 33178, USA"
Adolphus,8960,33010,3,21,M,"5902 SE 11th St, Hialeah, FL 33010, USA"
Berry,11006,33196,3,22,M,"15250 SW 109th St, Miami, FL 33196, USA"
Enos,1195,33016,1,23,M,"5861 W 20th Ln, Hialeah, FL 33016, USA"
Ezra,14577,33328,1,25,M,"3562 Southern Orchard Rd W, Davie, FL 33328, USA"
Fletcher,8469,33033,3,21,M,"14730 Leisure Dr, Homestead, FL 33033, USA"
Hosea,14675,33319,4,21,M,"4600 Woodlands Blvd, Tamarac, FL 33319, USA"
Loyd,3993,33147,4,23,M,"2230 NW 81st Terrace, Miami, FL 33147, USA"
Wayne,13998,33029,4,19,M,"18611 Sunrise Ave, Miramar, FL 33029, USA"
Wilbert,9294,33175,3,19,M,"4621 SW 127th Ct, Miami, FL 33175, USA"
Alvah,5390,33143,3,19,M,"8221 SW 81st Ct, Miami, FL 33143, USA"
Christ,3857,33166,2,24,M,"180 Iroquois St, Miami Springs, FL 33166, USA"
Earle,610,33137,2,18,M,"5184 NE 3rd Ct, Miami, FL 33137, USA"
Evan,4117,33328,4,22,M,"10155 SW 52nd St, Cooper City, FL 33328, USA"
Gerald,247,33024,4,22,M,"6530 Garfield St, Hollywood, FL 33024, USA"
Granville,11126,33167,4,25,M,"14330 NW 16th Ct, Miami, FL 33167, USA"
Jonas,10589,33012,1,19,M,"4229 W 8th Ave, Hialeah, FL 33012, USA"
Josh,12553,33331,1,19,M,"15356 SW 40th St, Davie, FL 33331, USA"
Lafayette,91,33144,1,18,M,"260 SW 64th Ave, Miami, FL 33144, USA"
Leland,1695,33173,4,25,M,"10811 SW 69th Dr, Miami, FL 33173, USA"
Pat,3489,33126,3,25,M,"1605 NW 82nd Ave, Doral, FL 33126, USA"
Pedro,13364,33143,3,19,M,"6555 SW 76th Ave, Miami, FL 33143, USA"
Spencer,14422,33186,1,23,M,"13230 SW 114th Terrace, Miami, FL 33186, USA"
Walker,8984,33166,3,18,M,"1550 Westward Dr, Miami Springs, FL 33166, USA"
Wm,11901,33177,3,24,M,"15940 SW 144th Ct, Miami, FL 33177, USA"
Loren,13286,33024,2,19,M,"4135 Cascada Cir, Hollywood, FL 33024, USA"
Ambrose,15417,33176,1,25,M,"14350 SW 106th Ct, Miami, FL 33176, USA"
Winfield,14909,33012,4,23,M,"5966 W 18th Ct, Hialeah, FL 33012, USA"
Austin,5545,33177,2,18,M,"16883 SW 141st Ave, Miami, FL 33177, USA"
Clifton,15478,33173,4,20,M,"8000 SW 79th St, Miami, FL 33173, USA"
Juan,4774,33166,1,25,M,"111 Fairway Dr, Miami Springs, FL 33166, USA"
Monroe,14976,33176,3,25,M,"9211 SW 136th St Cir, Miami, FL 33176, USA"
Nathaniel,8460,33176,4,20,M,"9530 SW 92nd Ave, Miami, FL 33176, USA"
Wade,198,33157,2,20,M,"15430 SW 103rd Ct, Miami, FL 33157, USA"
Jerome,8406,33178,2,24,M,"8951 NW 58th St, Doral, FL 33178, USA"
Bob,572,33165,4,24,M,"9010 SW 25th St, Miami, FL 33165, USA"
Miles,9137,33170,3,19,M,"10813 SW 228th Terrace, Miami, FL 33170, USA"
Scott,14310,33033,4,25,M,"15241 SW 297th St, Homestead, FL 33033, USA"
Bennie,13577,33186,4,22,M,"14346 SW 96th Terrace, Miami, FL 33186, USA"
Edd,10364,33170,2,21,M,"11205 SW 227th St, Miami, FL 33170, USA"
Harley,6057,33170,2,19,M,"17900 SW 232nd St, Miami, FL 33170, USA"
Chris,744,33169,1,22,M,"19280 NW 2nd Ave, Miami Gardens, FL 33169, USA"
Luke,8785,33009,4,24,M,"3103 Irwin Lehmann Dr, Hallandale Beach, FL 33009, USA"
Mose,12077,33147,3,18,M,"9106 NW 22nd Ave, Miami, FL 33147, USA"
